method,document_id,split,gold_mentions,predicted_spans,span_tp,span_fp,span_fn,per_percent,text_retention
NER-only masking,001-114097,train,132,55,33,22,99,69.1,0.972
NER-only masking,001-60940,train,203,65,53,12,150,73.4,0.953
NER-only masking,001-82319,train,94,25,17,8,77,78.3,0.977
NER-only masking,001-78289,train,95,40,32,8,63,64.2,0.974
NER-only masking,001-106918,train,154,48,38,10,116,67.4,0.984
NER-only masking,001-104653,train,96,45,25,20,71,71.2,0.963
NER-only masking,001-78435,train,140,61,50,11,90,61.3,0.979
NER-only masking,001-82290,train,67,32,22,10,45,64.2,0.973
NER-only masking,001-111966,train,50,24,13,11,37,67.9,0.970
NER-only masking,001-86681,train,87,37,27,10,60,73.2,0.971
NER-only masking,001-106202,train,138,33,27,6,111,84.2,0.979
NER-only masking,001-87558,train,99,50,40,10,59,48.8,0.967
NER-only masking,001-146408,train,44,22,15,7,29,61.6,0.982
NER-only masking,001-71942,train,106,40,31,9,75,67.1,0.969
NER-only masking,001-91552,train,58,21,11,10,47,81.0,0.978
NER-only masking,001-59097,train,110,64,40,24,70,61.2,0.964
NER-only masking,001-82173,train,99,37,30,7,69,63.8,0.979
NER-only masking,001-140021,train,112,68,50,18,62,47.5,0.952
NER-only masking,001-77919,train,62,52,37,15,25,77.2,0.944
NER-only masking,001-61561,train,80,61,40,21,40,47.7,0.948
NER-only masking,001-75150,train,86,25,17,8,69,81.1,0.976
NER-only masking,001-57976,train,69,52,37,15,32,45.5,0.924
NER-only masking,001-95203,train,57,31,17,14,40,59.6,0.961
NER-only masking,001-99172,train,117,41,32,9,85,62.7,0.971
NER-only masking,001-91115,train,126,29,26,3,100,76.6,0.984
NER-only masking,001-122497,train,43,21,13,8,30,64.9,0.979
NER-only masking,001-79067,train,75,31,23,8,52,63.1,0.971
NER-only masking,001-85489,train,94,56,34,22,60,56.8,0.944
NER-only masking,001-95293,train,76,32,22,10,54,74.6,0.968
NER-only masking,001-98909,train,62,29,19,10,43,64.0,0.975
NER-only masking,001-93951,train,95,63,42,21,53,59.7,0.941
NER-only masking,001-90761,train,96,41,31,10,65,60.8,0.976
NER-only masking,001-60717,train,119,49,36,13,83,65.6,0.963
NER-only masking,001-78304,train,177,28,25,3,152,80.7,0.986
NER-only masking,001-96035,train,62,30,19,11,43,63.1,0.971
NER-only masking,001-98361,train,63,29,17,12,46,76.0,0.969
NER-only masking,001-57477,train,135,101,66,35,69,50.9,0.953
NER-only masking,001-91357,train,74,38,20,18,54,63.9,0.953
NER-only masking,001-70442,train,126,93,63,30,63,40.8,0.951
NER-only masking,001-60428,train,129,54,42,12,87,60.9,0.973
NER-only masking,001-99399,train,100,57,38,19,62,49.8,0.956
NER-only masking,001-97851,train,67,32,22,10,45,65.1,0.975
NER-only masking,001-86982,train,88,39,32,7,56,60.2,0.976
NER-only masking,001-105123,train,98,49,34,15,64,53.9,0.960
NER-only masking,001-70524,train,94,51,41,10,53,56.7,0.965
NER-only masking,001-99589,train,72,51,37,14,35,55.4,0.959
NER-only masking,001-79503,train,98,31,23,8,75,68.8,0.976
NER-only masking,001-58909,train,101,88,50,38,51,58.6,0.945
NER-only masking,001-104702,train,106,32,24,8,82,71.8,0.983
NER-only masking,001-169201,train,125,43,29,14,96,83.9,0.978
NER-only masking,001-104361,train,169,38,30,8,139,70.9,0.980
NER-only masking,001-99932,train,176,49,38,11,138,67.9,0.979
NER-only masking,001-97860,train,195,77,68,9,127,52.5,0.983
NER-only masking,001-127613,train,131,39,29,10,102,72.9,0.985
NER-only masking,001-87434,train,142,55,49,6,93,67.9,0.987
NER-only masking,001-72239,train,123,63,36,27,87,64.0,0.967
NER-only masking,001-61105,train,53,53,33,20,20,36.2,0.975
NER-only masking,001-95209,train,195,73,57,16,138,64.5,0.965
NER-only masking,001-90592,train,93,32,22,10,71,77.8,0.986
NER-only masking,001-60653,train,104,38,18,20,86,80.3,0.972
NER-only masking,001-162761,train,171,62,32,30,139,77.9,0.953
NER-only masking,001-58274,train,152,91,55,36,97,87.0,0.940
NER-only masking,001-83089,train,116,77,50,27,66,58.3,0.955
NER-only masking,001-94202,train,196,48,36,12,160,80.9,0.971
NER-only masking,001-117633,train,114,31,21,10,93,77.1,0.980
NER-only masking,001-91636,train,135,50,41,9,94,71.5,0.985
NER-only masking,001-60718,train,181,56,39,17,142,79.5,0.970
NER-only masking,001-82213,train,126,47,37,10,89,71.2,0.982
NER-only masking,001-80129,train,205,66,48,18,157,83.1,0.968
NER-only masking,001-90285,train,152,72,49,23,103,58.7,0.968
NER-only masking,001-58225,train,186,107,77,30,109,61.8,0.949
NER-only masking,001-159044,train,124,26,21,5,103,79.4,0.984
NER-only masking,001-75535,train,148,49,31,18,117,80.0,0.973
NER-only masking,001-90135,train,149,73,58,15,91,52.6,0.976
NER-only masking,001-147676,train,106,45,38,7,68,74.3,0.985
NER-only masking,001-150670,train,161,57,47,10,114,66.7,0.984
NER-only masking,001-101684,train,151,61,46,15,105,70.5,0.974
NER-only masking,001-60597,train,126,72,45,27,81,65.1,0.966
NER-only masking,001-179408,train,153,80,52,28,101,61.9,0.940
NER-only masking,001-85487,train,110,55,33,22,77,70.1,0.962
NER-only masking,001-84046,train,119,29,16,13,103,85.2,0.978
NER-only masking,001-164453,train,127,31,20,11,107,91.2,0.975
NER-only masking,001-89277,train,133,27,18,9,115,89.8,0.978
NER-only masking,001-177938,train,122,49,36,13,86,68.3,0.981
NER-only masking,001-104515,train,156,20,10,10,146,91.4,0.981
NER-only masking,001-79342,train,132,46,39,7,93,69.9,0.986
NER-only masking,001-93690,train,91,40,32,8,59,68.0,0.988
NER-only masking,001-157515,train,190,74,65,9,125,80.9,0.985
NER-only masking,001-99994,train,121,57,48,9,73,79.9,0.980
NER-only masking,001-58280,train,197,137,98,39,99,49.0,0.943
NER-only masking,001-96953,train,135,74,57,17,78,58.8,0.976
NER-only masking,001-122365,train,82,27,20,7,62,76.7,0.987
NER-only masking,001-60889,train,165,49,33,16,132,76.7,0.974
NER-only masking,001-58900,train,115,73,35,38,80,59.1,0.944
NER-only masking,001-176760,train,144,49,35,14,109,65.8,0.973
NER-only masking,001-92693,train,172,73,65,8,107,66.4,0.983
NER-only masking,001-80577,train,124,52,44,8,80,62.6,0.987
NER-only masking,001-61703,train,158,82,59,23,99,63.2,0.977
NER-only masking,001-66824,train,53,15,12,3,41,77.5,0.976
NER-only masking,001-67108,train,70,37,27,10,43,67.1,0.968
NER-only masking,001-70859,train,53,22,15,7,38,69.8,0.942
NER-only masking,001-77317,train,37,17,13,4,24,63.2,0.964
NER-only masking,001-78302,train,72,24,15,9,57,84.5,0.967
NER-only masking,001-79017,train,90,16,11,5,79,85.9,0.978
NER-only masking,001-75454,train,107,41,23,18,84,72.3,0.943
NER-only masking,001-100543,train,77,45,30,15,47,63.4,0.961
NER-only masking,001-79583,train,35,24,14,10,21,54.9,0.948
NER-only masking,001-72881,train,44,28,20,8,24,55.1,0.961
NER-only masking,001-100897,train,65,35,25,10,40,54.0,0.959
NER-only masking,001-58739,train,74,50,38,12,36,46.2,0.953
NER-only masking,001-66831,train,64,25,19,6,45,63.3,0.974
NER-only masking,001-95808,train,29,25,15,10,14,52.0,0.945
NER-only masking,001-75313,train,42,23,19,4,23,61.4,0.972
NER-only masking,001-70889,train,34,14,8,6,26,77.8,0.967
NER-only masking,001-81374,train,64,31,25,6,39,64.7,0.968
NER-only masking,001-89586,train,55,21,13,8,42,79.8,0.976
NER-only masking,001-87968,train,44,30,21,9,23,59.4,0.976
NER-only masking,001-79267,train,118,17,12,5,106,88.7,0.979
NER-only masking,001-96579,train,57,36,27,9,30,47.1,0.968
NER-only masking,001-59218,train,59,36,17,19,42,77.5,0.945
NER-only masking,001-58609,train,76,35,16,19,60,76.1,0.958
NER-only masking,001-159205,train,28,21,17,4,11,45.2,0.981
NER-only masking,001-105230,train,62,31,23,8,39,56.4,0.974
NER-only masking,001-84572,train,49,27,20,7,29,44.1,0.945
NER-only masking,001-84123,train,95,26,20,6,75,72.7,0.978
NER-only masking,001-72156,train,38,21,16,5,22,64.1,0.956
NER-only masking,001-84036,train,57,31,20,11,37,53.4,0.954
NER-only masking,001-77042,train,82,36,21,15,61,76.5,0.960
NER-only masking,001-67754,train,56,18,10,8,46,81.6,0.972
NER-only masking,001-77666,train,50,15,10,5,40,74.7,0.951
NER-only masking,001-61745,train,68,43,18,25,50,63.6,0.943
NER-only masking,001-102400,train,64,31,24,7,40,57.4,0.973
NER-only masking,001-76459,train,47,23,14,9,33,61.9,0.968
NER-only masking,001-61739,train,124,66,49,17,75,63.0,0.962
NER-only masking,001-68882,train,80,29,22,7,58,68.7,0.981
NER-only masking,001-103365,train,52,25,19,6,33,61.1,0.967
NER-only masking,001-87574,train,60,34,26,8,34,41.8,0.950
NER-only masking,001-75892,train,69,38,31,7,38,52.9,0.977
NER-only masking,001-90755,train,30,20,11,9,19,60.8,0.946
NER-only masking,001-77311,train,33,17,12,5,21,66.6,0.956
NER-only masking,001-57862,train,100,55,34,21,66,59.3,0.946
NER-only masking,001-89977,train,83,29,22,7,61,71.0,0.962
NER-only masking,001-89287,train,56,27,17,10,39,65.7,0.967
NER-only masking,001-85669,train,55,19,11,8,44,74.3,0.964
NER-only masking,001-94967,train,52,29,20,9,32,52.2,0.960
NER-only masking,001-85304,train,56,27,19,8,37,72.4,0.978
NER-only masking,001-106204,train,60,34,24,10,36,52.0,0.963
NER-only masking,001-77498,train,80,41,36,5,44,53.3,0.973
NER-only masking,001-66747,train,40,22,18,4,22,62.3,0.960
NER-only masking,001-79014,train,104,16,11,5,93,89.6,0.975
NER-only masking,001-99413,train,67,33,23,10,44,65.1,0.967
NER-only masking,001-90745,train,52,24,16,8,36,65.0,0.978
NER-only masking,001-90545,train,60,26,18,8,42,59.1,0.975
NER-only masking,001-87211,train,48,22,17,5,31,66.5,0.967
NER-only masking,001-82728,train,61,27,21,6,40,61.6,0.976
NER-only masking,001-96041,train,68,32,25,7,43,63.8,0.970
NER-only masking,001-88343,train,36,27,14,13,22,71.2,0.926
NER-only masking,001-88725,train,47,26,19,7,28,68.3,0.963
NER-only masking,001-94440,train,33,17,10,7,23,68.1,0.953
NER-only masking,001-82179,train,51,28,19,9,32,63.9,0.972
NER-only masking,001-90567,train,35,19,12,7,23,68.1,0.967
NER-only masking,001-76455,train,40,24,18,6,22,56.2,0.957
NER-only masking,001-75527,train,54,17,12,5,42,71.5,0.966
NER-only masking,001-84279,train,59,21,16,5,43,66.2,0.985
NER-only masking,001-84034,train,35,22,12,10,23,72.9,0.934
NER-only masking,001-66826,train,48,28,19,9,29,64.9,0.963
NER-only masking,001-60014,train,67,38,25,13,42,63.9,0.963
NER-only masking,001-61758,train,68,23,18,5,50,79.5,0.977
NER-only masking,001-84576,train,50,20,14,6,36,75.8,0.977
NER-only masking,001-66817,train,52,18,13,5,39,79.6,0.981
NER-only masking,001-61245,train,72,36,22,14,50,70.4,0.972
NER-only masking,001-79996,train,108,27,12,15,96,81.1,0.963
NER-only masking,001-99178,train,60,30,21,9,39,64.5,0.966
NER-only masking,001-87972,train,46,26,18,8,28,65.1,0.965
NER-only masking,001-98434,train,60,27,18,9,42,67.2,0.948
NER-only masking,001-77981,train,158,57,41,16,117,73.7,0.958
NER-only masking,001-82175,train,49,27,20,7,29,63.3,0.973
NER-only masking,001-61087,train,64,22,9,13,55,81.8,0.976
NER-only masking,001-95922,train,56,26,19,7,37,69.3,0.972
NER-only masking,001-60733,train,50,35,18,17,32,66.5,0.964
NER-only masking,001-66745,train,39,15,11,4,28,77.1,0.964
NER-only masking,001-87209,train,39,26,17,9,22,51.0,0.940
NER-only masking,001-83374,train,62,33,21,12,41,59.1,0.971
NER-only masking,001-76627,train,45,24,17,7,28,59.0,0.968
NER-only masking,001-61773,train,37,19,14,5,23,70.4,0.965
NER-only masking,001-104962,train,49,36,23,13,26,64.5,0.964
NER-only masking,001-101947,train,33,20,10,10,23,65.4,0.937
NER-only masking,001-89943,train,86,32,23,9,63,67.0,0.960
NER-only masking,001-93957,train,34,16,11,5,23,63.5,0.957
NER-only masking,001-69352,train,77,36,17,19,60,77.3,0.963
NER-only masking,001-69356,train,37,20,12,8,25,74.5,0.965
NER-only masking,001-66564,train,83,44,37,7,46,51.2,0.974
NER-only masking,001-104927,train,62,35,23,12,39,71.3,0.964
NER-only masking,001-91631,train,50,21,15,6,35,77.7,0.981
NER-only masking,001-110379,train,28,24,13,11,15,54.4,0.920
NER-only masking,001-102425,train,26,12,7,5,19,72.2,0.959
NER-only masking,001-93320,train,40,21,14,7,26,61.2,0.950
NER-only masking,001-77329,train,35,19,11,8,24,60.6,0.957
NER-only masking,001-170344,train,53,24,17,7,36,66.5,0.975
NER-only masking,001-99180,train,51,31,22,9,29,71.6,0.957
NER-only masking,001-90547,train,55,24,16,8,39,61.1,0.976
NER-only masking,001-90779,train,67,30,23,7,44,68.9,0.971
NER-only masking,001-61741,train,45,28,19,9,26,54.2,0.950
NER-only masking,001-76078,train,47,29,20,9,27,49.6,0.973
NER-only masking,001-102141,train,88,50,40,10,48,51.1,0.974
NER-only masking,001-66646,train,77,23,17,6,60,80.9,0.976
NER-only masking,001-97051,train,43,21,15,6,28,65.3,0.971
NER-only masking,001-61359,train,49,28,20,8,29,56.8,0.962
NER-only masking,001-78281,train,47,19,13,6,34,69.6,0.960
NER-only masking,001-90246,train,94,58,47,11,47,56.2,0.951
NER-only masking,001-111839,train,41,26,17,9,24,57.1,0.973
NER-only masking,001-77848,train,39,23,17,6,22,61.7,0.964
NER-only masking,001-66644,train,45,18,14,4,31,71.1,0.972
NER-only masking,001-75317,train,48,25,19,6,29,59.2,0.974
NER-only masking,001-102381,train,72,25,19,6,53,74.4,0.975
NER-only masking,001-77651,train,74,24,16,8,58,81.9,0.969
NER-only masking,001-93292,train,53,31,18,13,35,72.5,0.965
NER-only masking,001-58804,train,73,29,18,11,55,66.4,0.971
NER-only masking,001-90173,train,65,29,22,7,43,60.3,0.978
NER-only masking,001-93318,train,39,18,12,6,27,62.3,0.960
NER-only masking,001-61550,train,71,71,39,32,32,35.5,0.921
NER-only masking,001-95816,train,53,21,11,10,42,76.4,0.956
NER-only masking,001-67274,train,70,45,31,14,39,64.4,0.970
NER-only masking,001-91586,train,47,23,17,6,30,69.2,0.978
NER-only masking,001-73028,train,59,25,18,7,41,68.4,0.968
NER-only masking,001-107589,train,48,24,17,7,31,54.4,0.967
NER-only masking,001-77309,train,33,16,12,4,21,57.2,0.971
NER-only masking,001-75896,train,58,30,25,5,33,55.6,0.979
NER-only masking,001-80008,train,62,15,10,5,52,84.4,0.980
NER-only masking,001-79887,train,49,38,22,16,27,59.4,0.964
NER-only masking,001-67586,train,51,23,12,11,39,82.1,0.966
NER-only masking,001-61453,train,57,25,19,6,38,64.5,0.958
NER-only masking,001-68112,train,100,35,22,13,78,70.0,0.971
NER-only masking,001-90767,train,44,27,20,7,24,48.7,0.971
NER-only masking,001-61451,train,77,37,30,7,47,66.8,0.975
NER-only masking,001-85730,train,37,21,13,8,24,68.2,0.944
NER-only masking,001-80083,train,66,30,23,7,43,71.4,0.974
NER-only masking,001-89126,train,34,23,15,8,19,67.0,0.950
NER-only masking,001-97058,train,37,25,16,9,21,74.4,0.924
NER-only masking,001-71805,train,31,24,13,11,18,54.5,0.928
NER-only masking,001-57791,train,132,83,55,28,77,54.7,0.948
NER-only masking,001-117742,train,61,30,21,9,40,69.2,0.980
NER-only masking,001-67906,train,63,31,15,16,48,73.2,0.969
NER-only masking,001-58069,train,87,71,46,25,41,50.1,0.951
NER-only masking,001-108391,train,28,16,9,7,19,57.0,0.939
NER-only masking,001-58915,train,94,98,58,40,36,36.8,0.919
NER-only masking,001-57720,train,73,60,36,24,37,53.2,0.946
NER-only masking,001-94415,train,25,18,11,7,14,35.8,0.946
NER-only masking,001-94431,train,27,23,14,9,13,38.7,0.907
NER-only masking,001-175007,train,53,29,20,9,33,49.6,0.975
NER-only masking,001-66648,train,57,25,18,7,39,71.2,0.963
NER-only masking,001-70851,train,47,26,14,12,33,68.8,0.947
NER-only masking,001-89275,train,36,21,12,9,24,61.5,0.953
NER-only masking,001-82913,train,46,19,10,9,36,75.5,0.962
NER-only masking,001-89116,train,38,28,15,13,23,53.7,0.931
NER-only masking,001-84749,train,59,31,25,6,34,61.5,0.965
NER-only masking,001-67208,train,45,22,11,11,34,77.5,0.951
NER-only masking,001-93300,train,48,24,14,10,34,66.4,0.960
NER-only masking,001-60559,train,37,35,14,21,23,53.6,0.915
NER-only masking,001-79344,train,53,31,19,12,34,63.6,0.959
NER-only masking,001-78163,train,54,16,7,9,47,87.6,0.951
NER-only masking,001-79421,train,36,21,12,9,24,53.1,0.966
NER-only masking,001-107273,train,52,36,21,15,31,53.9,0.922
NER-only masking,001-71355,train,68,29,17,12,51,69.5,0.940
NER-only masking,001-61086,train,55,24,15,9,40,70.1,0.960
NER-only masking,001-70247,train,38,34,19,15,19,49.3,0.947
NER-only masking,001-98911,train,40,31,14,17,26,51.5,0.945
NER-only masking,001-98365,train,49,29,21,8,28,60.0,0.945
NER-only masking,001-96577,train,41,23,16,7,25,64.1,0.957
NER-only masking,001-79008,train,40,27,18,9,22,42.4,0.952
NER-only masking,001-85302,train,43,19,12,7,31,74.9,0.966
NER-only masking,001-95779,train,28,17,8,9,20,70.7,0.955
NER-only masking,001-59865,train,68,36,17,19,51,63.6,0.910
NER-only masking,001-59677,train,52,44,26,18,26,48.5,0.926
NER-only masking,001-61563,train,52,25,9,16,43,84.2,0.944
NER-only masking,001-67715,train,63,30,21,9,42,74.2,0.963
NER-only masking,001-61822,train,52,49,26,23,26,43.8,0.943
NER-only masking,001-61683,train,62,31,20,11,42,63.9,0.957
NER-only masking,001-71212,train,52,25,15,10,37,60.5,0.951
NER-only masking,001-90448,train,40,27,16,11,24,59.3,0.965
NER-only masking,001-120055,train,48,25,18,7,30,48.5,0.965
NER-only masking,001-84291,train,52,34,23,11,29,50.8,0.964
NER-only masking,001-83957,train,61,37,24,13,37,48.8,0.946
NER-only masking,001-67361,train,48,25,11,14,37,85.5,0.945
NER-only masking,001-59861,train,63,37,17,20,46,64.8,0.913
NER-only masking,001-61832,train,40,31,16,15,24,49.0,0.948
NER-only masking,001-94741,train,41,28,16,12,25,49.3,0.942
NER-only masking,001-95366,train,53,29,25,4,28,42.3,0.983
NER-only masking,001-99591,train,45,19,9,10,36,81.5,0.954
NER-only masking,001-90561,train,51,25,16,9,35,66.0,0.957
NER-only masking,001-84815,train,38,24,14,10,24,52.7,0.951
NER-only masking,001-59854,train,64,37,19,18,45,62.3,0.923
NER-only masking,001-77338,train,71,27,20,7,51,73.7,0.960
NER-only masking,001-94229,train,53,20,11,9,42,77.5,0.963
NER-only masking,001-75531,train,41,32,15,17,26,60.7,0.943
NER-only masking,001-59856,train,73,35,18,17,55,64.5,0.935
NER-only masking,001-60911,train,48,23,10,13,38,82.0,0.954
NER-only masking,001-108683,train,46,25,18,7,28,52.3,0.965
NER-only masking,001-177868,train,47,22,15,7,32,66.9,0.961
NER-only masking,001-76760,train,69,33,26,7,43,70.6,0.958
NER-only masking,001-71815,train,54,35,25,10,29,49.7,0.960
NER-only masking,001-79053,train,48,32,23,9,25,44.7,0.961
NER-only masking,001-76993,train,61,31,19,12,42,66.4,0.934
NER-only masking,001-66829,train,61,28,22,6,39,66.5,0.964
NER-only masking,001-61571,train,59,18,11,7,48,82.6,0.968
NER-only masking,001-60558,train,50,26,12,14,38,70.9,0.948
NER-only masking,001-68509,train,43,29,20,9,23,52.0,0.956
NER-only masking,001-61712,train,40,36,20,16,20,35.3,0.949
NER-only masking,001-71800,train,53,33,15,18,38,64.6,0.931
NER-only masking,001-71483,train,35,31,11,20,24,65.7,0.911
NER-only masking,001-83961,train,61,28,21,7,40,55.6,0.965
NER-only masking,001-61362,train,57,19,12,7,45,76.0,0.963
NER-only masking,001-109148,train,40,25,17,8,23,61.2,0.961
NER-only masking,001-76989,train,57,25,20,5,37,61.1,0.973
NER-only masking,001-96589,train,44,24,14,10,30,73.4,0.948
NER-only masking,001-59672,train,42,35,18,17,24,50.5,0.941
NER-only masking,001-95217,train,39,19,13,6,26,55.3,0.967
NER-only masking,001-90977,train,54,35,26,9,28,76.1,0.955
NER-only masking,001-87432,train,45,17,10,7,35,79.9,0.964
NER-only masking,001-98515,train,40,23,8,15,32,78.9,0.932
NER-only masking,001-94208,train,73,37,29,8,44,40.3,0.968
NER-only masking,001-110441,train,34,29,17,12,17,44.7,0.947
NER-only masking,001-98261,train,70,36,22,14,48,53.8,0.926
NER-only masking,001-61363,train,48,19,11,8,37,81.2,0.962
NER-only masking,001-66652,train,63,24,17,7,46,67.9,0.968
NER-only masking,001-126134,train,41,17,11,6,30,73.0,0.974
NER-only masking,001-83400,train,45,27,21,6,24,49.6,0.963
NER-only masking,001-61361,train,69,28,23,5,46,70.1,0.967
NER-only masking,001-61737,train,42,28,10,18,32,75.5,0.936
NER-only masking,001-59669,train,42,32,16,16,26,53.2,0.941
NER-only masking,001-95211,train,55,27,19,8,36,59.1,0.968
NER-only masking,001-59666,train,41,33,15,18,26,54.8,0.935
NER-only masking,001-99923,train,63,28,19,9,44,56.1,0.951
NER-only masking,001-99162,train,48,33,21,12,27,47.5,0.947
NER-only masking,001-160628,train,27,19,10,9,17,51.8,0.958
NER-only masking,001-95191,train,54,31,23,8,31,56.2,0.954
NER-only masking,001-89271,train,45,33,17,16,28,51.4,0.944
NER-only masking,001-59668,train,44,32,16,16,28,54.2,0.942
NER-only masking,001-80400,train,105,51,45,6,60,63.7,0.967
NER-only masking,001-67105,train,63,33,22,11,41,64.1,0.937
NER-only masking,001-96023,train,45,20,11,9,34,75.0,0.956
NER-only masking,001-84578,train,52,32,24,8,28,50.8,0.947
NER-only masking,001-98502,train,58,34,20,14,38,68.4,0.945
NER-only masking,001-81686,train,52,33,20,13,32,47.0,0.945
NER-only masking,001-177656,train,36,23,15,8,21,62.1,0.962
NER-only masking,001-89971,train,72,37,26,11,46,51.1,0.943
NER-only masking,001-95195,train,51,36,23,13,28,62.6,0.942
NER-only masking,001-103694,train,51,24,18,6,33,57.5,0.963
NER-only masking,001-90565,train,51,36,23,13,28,50.7,0.955
NER-only masking,001-166486,train,57,37,26,11,31,44.5,0.954
NER-only masking,001-140916,train,45,23,15,8,30,50.8,0.963
NER-only masking,001-101962,train,47,34,27,7,20,39.1,0.964
NER-only masking,001-118335,train,179,67,43,24,136,73.9,0.953
NER-only masking,001-60713,train,136,48,33,15,103,66.4,0.980
NER-only masking,001-60628,train,138,91,68,23,70,51.0,0.971
NER-only masking,001-57881,train,96,79,50,29,46,36.3,0.965
NER-only masking,001-57423,train,183,89,53,36,130,61.7,0.962
NER-only masking,001-59558,train,129,44,25,19,104,79.4,0.976
NER-only masking,001-58051,train,140,74,50,24,90,59.4,0.965
NER-only masking,001-147678,train,192,63,58,5,134,61.6,0.981
NER-only masking,001-58079,train,170,86,68,18,102,70.1,0.979
NER-only masking,001-57700,train,136,86,52,34,84,57.4,0.957
NER-only masking,001-98473,train,106,50,37,13,69,60.2,0.978
NER-only masking,001-57533,train,106,97,51,46,55,52.3,0.947
NER-only masking,001-57775,train,126,69,50,19,76,61.1,0.976
NER-only masking,001-147045,train,134,67,52,15,82,59.1,0.976
NER-only masking,001-60486,train,121,65,46,19,75,60.9,0.972
NER-only masking,001-106200,train,92,29,16,13,76,80.4,0.984
NER-only masking,001-57851,train,187,106,73,33,114,52.7,0.948
NER-only masking,001-60643,train,163,56,38,18,125,69.5,0.979
NER-only masking,001-67155,train,77,28,21,7,56,68.3,0.979
NER-only masking,001-88012,train,163,89,44,45,119,68.3,0.952
NER-only masking,001-70841,train,138,56,41,15,97,59.0,0.976
NER-only masking,001-88010,train,70,38,30,8,40,44.4,0.961
NER-only masking,001-79213,train,87,35,28,7,59,67.6,0.986
NER-only masking,001-59520,train,322,167,116,51,206,58.9,0.960
NER-only masking,001-113142,train,53,38,30,8,23,43.9,0.965
NER-only masking,001-59453,train,320,138,107,31,213,48.1,0.979
NER-only masking,001-61383,train,93,62,29,33,64,63.1,0.911
NER-only masking,001-80742,train,55,31,24,7,31,45.4,0.949
NER-only masking,001-57519,train,144,144,78,66,66,49.3,0.933
NER-only masking,001-68166,train,67,57,43,14,24,34.1,0.968
NER-only masking,001-128043,train,126,86,56,30,70,50.3,0.952
NER-only masking,001-57638,train,192,125,82,43,110,55.9,0.948
NER-only masking,001-97980,train,68,43,30,13,38,32.9,0.976
NER-only masking,001-67150,train,54,35,19,16,35,56.2,0.922
NER-only masking,001-110246,train,236,113,83,30,153,48.5,0.953
NER-only masking,001-58132,train,188,113,79,34,109,51.2,0.956
NER-only masking,001-60697,train,211,76,38,38,173,74.4,0.974
NER-only masking,001-77694,train,87,38,30,8,57,57.3,0.974
NER-only masking,001-59339,train,98,44,26,18,72,69.8,0.977
NER-only masking,001-60000,train,34,35,16,19,18,44.8,0.921
NER-only masking,001-97000,train,62,43,32,11,30,44.8,0.944
NER-only masking,001-91722,train,54,43,21,22,33,54.7,0.934
NER-only masking,001-61325,train,104,50,31,19,73,58.8,0.951
NER-only masking,001-80932,train,132,77,40,37,92,60.1,0.977
NER-only masking,001-92102,train,131,50,41,9,90,62.3,0.973
NER-only masking,001-86729,train,249,132,73,59,176,61.2,0.958
NER-only masking,001-76999,train,111,79,49,30,62,56.6,0.977
NER-only masking,001-79042,train,91,28,20,8,71,78.2,0.989
NER-only masking,001-58827,train,57,47,26,21,31,49.0,0.903
NER-only masking,001-60898,train,128,79,45,34,83,53.0,0.974
NER-only masking,001-86298,train,106,94,64,30,42,46.1,0.980
NER-only masking,001-58367,train,43,46,24,22,19,40.5,0.907
NER-only masking,001-77942,train,42,54,21,33,21,56.9,0.947
NER-only masking,001-102808,train,104,44,33,11,71,59.4,0.965
NER-only masking,001-59983,train,62,33,19,14,43,60.2,0.956
NER-only masking,001-80316,train,54,30,22,8,32,46.3,0.951
NER-only masking,001-57891,train,200,153,111,42,89,41.3,0.973
NER-only masking,001-177349,train,151,92,51,41,100,63.7,0.973
NER-only masking,001-61246,train,131,54,37,17,94,60.9,0.981
NER-only masking,001-59452,train,205,127,90,37,115,44.2,0.964
NER-only masking,001-171507,train,102,68,28,40,74,68.2,0.956
NER-only masking,001-80444,train,48,31,19,12,29,59.3,0.951
NER-only masking,001-158031,train,93,87,47,40,46,44.4,0.971
NER-only masking,001-173091,train,45,24,15,9,30,60.9,0.982
NER-only masking,001-96998,train,84,47,38,9,46,44.9,0.963
NER-only masking,001-59121,train,139,98,71,27,68,40.4,0.976
NER-only masking,001-161738,train,181,115,97,18,84,47.4,0.983
NER-only masking,001-60933,train,88,80,48,32,40,53.9,0.953
NER-only masking,001-113129,train,85,52,35,17,50,53.8,0.985
NER-only masking,001-57843,train,147,98,69,29,78,51.5,0.962
NER-only masking,001-79427,train,77,48,28,20,49,51.8,0.921
NER-only masking,001-61309,train,93,50,24,26,69,67.5,0.965
NER-only masking,001-98034,train,48,34,25,9,23,46.7,0.949
NER-only masking,001-109575,train,151,58,44,14,107,54.1,0.989
NER-only masking,001-98606,train,49,23,15,8,34,54.4,0.958
NER-only masking,001-168377,train,94,34,23,11,71,66.0,0.967
NER-only masking,001-153922,train,188,60,27,33,161,87.3,0.980
NER-only masking,001-57984,train,135,111,86,25,49,47.0,0.964
NER-only masking,001-60695,train,113,71,27,44,86,67.3,0.945
NER-only masking,001-61133,train,98,57,42,15,56,53.2,0.947
NER-only masking,001-115213,train,59,40,31,9,28,38.6,0.946
NER-only masking,001-146399,train,114,100,60,40,54,47.5,0.944
NER-only masking,001-60016,train,32,24,13,11,19,57.2,0.917
NER-only masking,001-76894,train,129,84,60,24,69,52.4,0.965
